operator_initials,water_source,image_number,year,month,day,irrigation,percent_coverage,coverage_outlier,percent_coverage_high_certainty,poly_avg_size,poly_avg_size_high_certainty,poly_min_size,poly_min_size_high_certainty,most_recent,location_num,OBJECTID,FEATURE_TY,province,Area_km,PROV_CODE,DIST_CODE,district,Shape__Are,Shape__Len,x,y
MV,FALSE,3,2017,8,28,1,0,FALSE,0,NA,NA,NA,NA,1,5193345,9,District Town,Southern,2789.50961653,109,109001,Chikankanta,2928223742.06934,316498.273386795,28.18071125413383,-15.896180950425835
MV,FALSE,4,2016,8,12,1,0,FALSE,0,NA,NA,NA,NA,1,5193345,9,District Town,Southern,2789.50961653,109,109001,Chikankanta,2928223742.06934,316498.273386795,28.18071125413383,-15.896180950425835
MV,FALSE,5,2016,6,1,1,0,FALSE,0,NA,NA,NA,NA,1,5193345,9,District Town,Southern,2789.50961653,109,109001,Chikankanta,2928223742.06934,316498.273386795,28.18071125413383,-15.896180950425835
MV,TRUE,1,2020,9,22,5,1.0396236898429214,TRUE,1.0396236898429214,1425.991429985358,1425.991429985358,413.96309512975074,413.96309512975074,1,5173661,81,District Town,Central,19847.0557231,101,101009,Mumbwa,21307919488.3911,897085.092148795,27.320215144363733,-15.166874115334938
MV,TRUE,2,2017,9,7,4,1.3548673392052302,TRUE,1.3548673392052302,3384.5232895252234,3384.5232895252234,733.4907792882696,733.4907792882696,1,5173661,81,District Town,Central,19847.0557231,101,101009,Mumbwa,21307919488.3911,897085.092148795,27.320215144363733,-15.166874115334938
MV,TRUE,1,2024,8,19,4,0.053943336302436,FALSE,0.053943336302436,134.82520842764663,134.82520842764663,47.00613062894767,47.00613062894767,1,5132352,75,District Town,Copperbelt,6124.96407611,102,102008,Mpongwe,8867034850.26025,841619.881242094,28.3824418373272,-13.852166169064716
MV,TRUE,2,2016,9,9,1,0,FALSE,0,NA,NA,NA,NA,1,5132352,75,District Town,Copperbelt,6124.96407611,102,102008,Mpongwe,8867034850.26025,841619.881242094,28.3824418373272,-13.852166169064716
MV,FALSE,1,2023,6,10,1,0,FALSE,0,NA,NA,NA,NA,1,5201322,26,District Town,Southern,15758.863354,109,101004,Itezhi-Tezhi,17120978924.6597,852866.967142803,26.302066039459145,-16.196592600070733
MV,TRUE,1,2019,10,25,1,0,FALSE,0,NA,NA,NA,NA,1,5144066,36,District Town,Central,9707.13406543,101,101006,Kapiri Mposhi,10387712168.9067,707195.067101974,28.67256867777285,-14.31132081050088
MV,FALSE,1,2024,8,6,1,0,FALSE,0,NA,NA,NA,NA,1,5145908,28,Provincial Town,Central,1571.78214373,101,101005,Kabwe,1686672094.20898,244584.439191311,28.28370900561473,-14.395097143646572
MV,FALSE,2,2020,6,6,1,0,FALSE,0,NA,NA,NA,NA,1,5145908,28,Provincial Town,Central,1571.78214373,101,101005,Kabwe,1686672094.20898,244584.439191311,28.28370900561473,-14.395097143646572
MV,FALSE,3,2019,9,14,1,0,FALSE,0,NA,NA,NA,NA,1,5145908,28,Provincial Town,Central,1571.78214373,101,101005,Kabwe,1686672094.20898,244584.439191311,28.28370900561473,-14.395097143646572
MV,FALSE,4,2016,9,19,1,0,FALSE,0,NA,NA,NA,NA,1,5145908,28,Provincial Town,Central,1571.78214373,101,101005,Kabwe,1686672094.20898,244584.439191311,28.28370900561473,-14.395097143646572
MV,FALSE,5,2016,7,27,1,0,FALSE,0,NA,NA,NA,NA,1,5145908,28,Provincial Town,Central,1571.78214373,101,101005,Kabwe,1686672094.20898,244584.439191311,28.28370900561473,-14.395097143646572
MV,TRUE,1,2018,9,15,1,0,FALSE,0,NA,NA,NA,NA,1,5213073,21,Provincial Town,Southern,5153.65671015,109,109002,Choma,5657493528.59131,517808.187014823,26.872521622247284,-16.550263111712955
MV,FALSE,1,2024,6,12,5,0.0460869669187677,FALSE,0.0460869669187677,231.5459893271125,231.5459893271125,93.66785497674344,93.66785497674344,1,3452668,38,Provincial Town,Northern,10620.886898,107,107003,Kasama,11006500455.8831,883975.727238383,31.35049313576777,-10.424415020767784
MV,FALSE,1,2024,9,3,1,0,FALSE,0,NA,NA,NA,NA,1,3454042,14,Provincial Town,Muchinga,6287.40573582,106,106002,Chinsali,6490400451.71167,586464.681984758,32.08112624108865,-10.463522014558814
MV,FALSE,1,2023,7,15,1,0,FALSE,0,NA,NA,NA,NA,1,3484254,12,District Town,Northern,5174.6320673,107,107001,Chilubi,5393979371.13989,420304.923390837,30.39499439439374,-11.113784768736451
MV,FALSE,2,2017,9,15,1,0,FALSE,0,NA,NA,NA,NA,1,3484254,12,District Town,Northern,5174.6320673,107,107001,Chilubi,5393979371.13989,420304.923390837,30.39499439439374,-11.113784768736451
MV,FALSE,1,2024,6,12,1,0,FALSE,0,NA,NA,NA,NA,1,3483238,34,District Town,Muchinga,8801.0530066,106,106008,Kanchibiya,9191517623.76855,533678.186205896,31.27363031329536,-11.092991719988104
MV,FALSE,2,2022,8,6,1,0,FALSE,0,NA,NA,NA,NA,1,3483238,34,District Town,Muchinga,8801.0530066,106,106008,Kanchibiya,9191517623.76855,533678.186205896,31.27363031329536,-11.092991719988104
MV,FALSE,3,2019,8,19,1,0,FALSE,0,NA,NA,NA,NA,1,3483238,34,District Town,Muchinga,8801.0530066,106,106008,Kanchibiya,9191517623.76855,533678.186205896,31.27363031329536,-11.092991719988104
MV,FALSE,4,2019,8,11,1,0,FALSE,0,NA,NA,NA,NA,1,3483238,34,District Town,Muchinga,8801.0530066,106,106008,Kanchibiya,9191517623.76855,533678.186205896,31.27363031329536,-11.092991719988104
MV,TRUE,1,2017,9,18,1,0,FALSE,0,NA,NA,NA,NA,1,5038665,17,District Town,Luapula,4220.92240723,104,104003,Chipili,4433541400.62769,466570.878225775,29.34947859029196,-10.203145050736977
MV,TRUE,1,2021,9,13,1,0,FALSE,0,NA,NA,NA,NA,1,5105746,51,District Town,Copperbelt,926.602912545,102,102005,Luanshya,982833240.166016,170348.886270193,28.23925192000523,-12.99408357994823
MV,TRUE,2,2018,10,28,1,0,FALSE,0,NA,NA,NA,NA,1,5105746,51,District Town,Copperbelt,926.602912545,102,102005,Luanshya,982833240.166016,170348.886270193,28.23925192000523,-12.99408357994823
MV,TRUE,3,2018,9,22,1,0,FALSE,0,NA,NA,NA,NA,1,5105746,51,District Town,Copperbelt,926.602912545,102,102005,Luanshya,982833240.166016,170348.886270193,28.23925192000523,-12.99408357994823
MV,TRUE,4,2017,7,20,1,0,FALSE,0,NA,NA,NA,NA,1,5105746,51,District Town,Copperbelt,926.602912545,102,102005,Luanshya,982833240.166016,170348.886270193,28.23925192000523,-12.99408357994823
MV,TRUE,5,2016,9,29,1,0,FALSE,0,NA,NA,NA,NA,1,5105746,51,District Town,Copperbelt,926.602912545,102,102005,Luanshya,982833240.166016,170348.886270193,28.23925192000523,-12.99408357994823
MV,TRUE,6,2016,8,23,1,0,FALSE,0,NA,NA,NA,NA,1,5105746,51,District Town,Copperbelt,926.602912545,102,102005,Luanshya,982833240.166016,170348.886270193,28.23925192000523,-12.99408357994823
MV,TRUE,7,2016,7,22,1,0,FALSE,0,NA,NA,NA,NA,1,5105746,51,District Town,Copperbelt,926.602912545,102,102005,Luanshya,982833240.166016,170348.886270193,28.23925192000523,-12.99408357994823
MV,TRUE,1,2018,8,29,3,0.3256750687956427,FALSE,0,3254.408965226237,NA,NA,NA,1,5162622,6,District Town,Central,8210.22858036,101,101001,Chibombo,8842455943.29541,587720.314097949,27.5057495212704,-14.89530738517688
MV,TRUE,2,2017,9,12,5,1.1074943831587876,TRUE,0.2656669539826476,3701.147030754879,2654.759956793618,NA,NA,1,5162622,6,District Town,Central,8210.22858036,101,101001,Chibombo,8842455943.29541,587720.314097949,27.5057495212704,-14.89530738517688
MV,FALSE,1,2023,6,4,1,0,FALSE,0,NA,NA,NA,NA,1,5191680,9,District Town,Southern,2789.50961653,109,109001,Chikankanta,2928223742.06934,316498.273386795,28.10554916323675,-15.81522667168522
MV,FALSE,2,2017,9,18,1,0,FALSE,0,NA,NA,NA,NA,1,5191680,9,District Town,Southern,2789.50961653,109,109001,Chikankanta,2928223742.06934,316498.273386795,28.10554916323675,-15.81522667168522
MV,FALSE,3,2017,8,28,1,0,FALSE,0,NA,NA,NA,NA,1,5191680,9,District Town,Southern,2789.50961653,109,109001,Chikankanta,2928223742.06934,316498.273386795,28.10554916323675,-15.81522667168522
MV,FALSE,4,2016,8,12,1,0,FALSE,0,NA,NA,NA,NA,1,5191680,9,District Town,Southern,2789.50961653,109,109001,Chikankanta,2928223742.06934,316498.273386795,28.10554916323675,-15.81522667168522
MV,FALSE,1,2023,6,25,3,0.0371593393524126,FALSE,0,371.3126222639406,NA,NA,NA,1,5199178,73,District Town,Southern,4784.21643912,109,109008,Monze,5222404699.14063,384966.821212632,27.37782253543396,-16.125081738326383
MV,FALSE,2,2018,8,10,1,0,FALSE,0,NA,NA,NA,NA,1,5199178,73,District Town,Southern,4784.21643912,109,109008,Monze,5222404699.14063,384966.821212632,27.37782253543396,-16.125081738326383
MV,FALSE,1,2020,9,20,1,0,FALSE,0,NA,NA,NA,NA,1,5220928,21,Provincial Town,Southern,5153.65671015,109,109002,Choma,5657493528.59131,517808.187014823,27.13510661072223,-16.767214168977443
MV,FALSE,2,2018,8,18,1,0,FALSE,0,NA,NA,NA,NA,1,5220928,21,Provincial Town,Southern,5153.65671015,109,109002,Choma,5657493528.59131,517808.187014823,27.13510661072223,-16.767214168977443
MV,FALSE,3,2017,7,7,5,0.023634952970594,FALSE,0.023634952970594,236.15968044481824,236.15968044481824,NA,NA,1,5220928,21,Provincial Town,Southern,5153.65671015,109,109002,Choma,5657493528.59131,517808.187014823,27.13510661072223,-16.767214168977443
MV,FALSE,1,2023,6,25,1,0,FALSE,0,NA,NA,NA,NA,1,5200585,73,District Town,Southern,4784.21643912,109,109008,Monze,5222404699.14063,384966.821212632,27.16275731247106,-16.170555401220255
MV,FALSE,2,2018,10,20,1,0,FALSE,0,NA,NA,NA,NA,1,5200585,73,District Town,Southern,4784.21643912,109,109008,Monze,5222404699.14063,384966.821212632,27.16275731247106,-16.170555401220255
MV,TRUE,1,2023,10,2,5,0.0635189104470118,FALSE,0.0635189104470118,211.58664620451768,211.58664620451768,NA,NA,1,5217438,31,District Town,Southern,8378.52119582,109,109004,Kalomo,9205345008.0293,611555.320366603,26.309730865423,-16.67571039719955
MV,FALSE,1,2023,6,30,4,0.034854417301798,FALSE,0.034854417301798,348.2645840392093,348.2645840392093,NA,NA,1,5150455,81,District Town,Central,19847.0557231,101,101009,Mumbwa,21307919488.3911,897085.092148795,27.022268417831103,-14.56133098236757
MV,TRUE,1,2024,7,8,1,0,FALSE,0,NA,NA,NA,NA,1,1035612,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.112341053798,-8.949439450421698
MV,TRUE,2,2016,7,31,1,0,FALSE,0,NA,NA,NA,NA,1,1035612,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.112341053798,-8.949439450421698
MV,FALSE,1,2024,9,8,1,0,FALSE,0,NA,NA,NA,NA,1,3572350,41,District Town,Eastern,2385.27493264,103,103003,Katete,2634472548.24561,367466.017721204,32.21709278693374,-13.963312699703222
MV,FALSE,2,2016,6,10,1,0,FALSE,0,NA,NA,NA,NA,1,3572350,41,District Town,Eastern,2385.27493264,103,103003,Katete,2634472548.24561,367466.017721204,32.21709278693374,-13.963312699703222
MV,FALSE,1,2023,9,29,1,0,FALSE,0,NA,NA,NA,NA,1,5151101,36,District Town,Central,9707.13406543,101,101006,Kapiri Mposhi,10387712168.9067,707195.067101974,28.86010962716882,-14.5720133169245
MV,FALSE,1,2023,7,24,1,0,FALSE,0,NA,NA,NA,NA,1,5084817,113,Provincial Town,North-Western,3338.971941,108,108008,Solwezi,3519685756.75195,412479.700901142,26.46113747772756,-12.27307215938599
MV,FALSE,2,2022,6,16,1,0,FALSE,0,NA,NA,NA,NA,1,5084817,113,Provincial Town,North-Western,3338.971941,108,108008,Solwezi,3519685756.75195,412479.700901142,26.46113747772756,-12.27307215938599
MV,FALSE,3,2019,6,18,1,0,FALSE,0,NA,NA,NA,NA,1,5084817,113,Provincial Town,North-Western,3338.971941,108,108008,Solwezi,3519685756.75195,412479.700901142,26.46113747772756,-12.27307215938599
MV,TRUE,1,2018,10,4,1,0,FALSE,0,NA,NA,NA,NA,1,5107387,103,District Town,Central,11546.7288447,101,101011,Serenje,12247022407.9531,723543.008309614,29.944488134419075,-13.025515042620404
MV,FALSE,1,2023,7,18,1,0,FALSE,0,NA,NA,NA,NA,1,5042725,58,District Town,Northern,4122.39113876,107,107012,Lupososhi,4289416895.91626,496490.650434252,29.5698622058768,-10.382200804199588
MV,FALSE,1,2023,9,9,1,0,FALSE,0,NA,NA,NA,NA,1,5160038,81,District Town,Central,19847.0557231,101,101009,Mumbwa,21307919488.3911,897085.092148795,27.124535164552352,-14.832542333349478
MV,FALSE,2,2019,7,27,1,0,FALSE,0,NA,NA,NA,NA,1,5160038,81,District Town,Central,19847.0557231,101,101009,Mumbwa,21307919488.3911,897085.092148795,27.124535164552352,-14.832542333349478
MV,FALSE,1,2024,6,26,1,0,FALSE,0,NA,NA,NA,NA,1,5130970,39,District Town,North-Western,21864.5027691,108,108004,Kasempa,23316738920.9683,1008269.54191512,25.86570745814313,-13.808238651317165
MV,TRUE,1,2016,10,24,1,0,FALSE,0,NA,NA,NA,NA,1,3514658,45,District Town,Muchinga,14200.7719821,106,106009,Lavushimanda,14935277154.6489,971380.026499135,31.04428764174768,-12.465467768898517
MV,TRUE,1,2023,10,7,4,0.3678946469916946,TRUE,0.3381265557013362,919.4863150539876,1126.7820254714302,NA,NA,1,5097297,78,District Town,Copperbelt,1271.5756580300001,102,102009,Mufulira,1343360570.45679,229366.816708772,28.339079964981533,-12.695248977268104
MV,TRUE,2,2022,10,5,1,0,FALSE,0,NA,NA,NA,NA,1,5097297,78,District Town,Copperbelt,1271.5756580300001,102,102009,Mufulira,1343360570.45679,229366.816708772,28.339079964981533,-12.695248977268104
MV,TRUE,3,2021,9,13,1,0,FALSE,0,NA,NA,NA,NA,1,5097297,78,District Town,Copperbelt,1271.5756580300001,102,102009,Mufulira,1343360570.45679,229366.816708772,28.339079964981533,-12.695248977268104
MV,TRUE,4,2018,8,19,1,0,FALSE,0,NA,NA,NA,NA,1,5097297,78,District Town,Copperbelt,1271.5756580300001,102,102009,Mufulira,1343360570.45679,229366.816708772,28.339079964981533,-12.695248977268104
MV,TRUE,5,2018,6,14,1,0,FALSE,0,NA,NA,NA,NA,1,5097297,78,District Town,Copperbelt,1271.5756580300001,102,102009,Mufulira,1343360570.45679,229366.816708772,28.339079964981533,-12.695248977268104
MV,TRUE,6,2017,7,20,1,0,FALSE,0,NA,NA,NA,NA,1,5097297,78,District Town,Copperbelt,1271.5756580300001,102,102009,Mufulira,1343360570.45679,229366.816708772,28.339079964981533,-12.695248977268104
MV,TRUE,7,2017,6,10,1,0,FALSE,0,NA,NA,NA,NA,1,5097297,78,District Town,Copperbelt,1271.5756580300001,102,102009,Mufulira,1343360570.45679,229366.816708772,28.339079964981533,-12.695248977268104
MV,TRUE,8,2017,6,4,1,0,FALSE,0,NA,NA,NA,NA,1,5097297,78,District Town,Copperbelt,1271.5756580300001,102,102009,Mufulira,1343360570.45679,229366.816708772,28.339079964981533,-12.695248977268104
MV,TRUE,9,2016,8,26,1,0,FALSE,0,NA,NA,NA,NA,1,5097297,78,District Town,Copperbelt,1271.5756580300001,102,102009,Mufulira,1343360570.45679,229366.816708772,28.339079964981533,-12.695248977268104
MV,TRUE,10,2016,6,27,1,0,FALSE,0,NA,NA,NA,NA,1,5097297,78,District Town,Copperbelt,1271.5756580300001,102,102009,Mufulira,1343360570.45679,229366.816708772,28.339079964981533,-12.695248977268104
MV,FALSE,1,2023,7,17,1,0,FALSE,0,NA,NA,NA,NA,1,3565561,60,District Town,Eastern,3705.96475886,103,103014,Lusangazi,3932860863.05664,384070.810220642,31.699459321941088,-13.825494724245043
KL,FALSE,1,2020,10,25,1,0,FALSE,0,NA,NA,NA,NA,1,5171733,81,District Town,Central,19847.0557231,101,101009,Mumbwa,21307919488.3911,897085.092148795,27.48766817386869,-15.121369981189444
KL,FALSE,2,2018,8,29,1,0,FALSE,0,NA,NA,NA,NA,1,5171733,81,District Town,Central,19847.0557231,101,101009,Mumbwa,21307919488.3911,897085.092148795,27.48766817386869,-15.121369981189444
KL,FALSE,1,2023,7,2,1,0,FALSE,0,NA,NA,NA,NA,1,5140294,71,District Town,Central,8466.63219764,101,101008,Mkushi,9017978688.5293,573365.306742584,29.476967707998345,-14.14167981244175
KL,FALSE,2,2019,7,8,1,0,FALSE,0,NA,NA,NA,NA,1,5140294,71,District Town,Central,8466.63219764,101,101008,Mkushi,9017978688.5293,573365.306742584,29.476967707998345,-14.14167981244175
KL,FALSE,1,2024,6,7,1,0,FALSE,0,NA,NA,NA,NA,1,5126838,71,District Town,Central,8466.63219764,101,101008,Mkushi,9017978688.5293,573365.306742584,29.795061371294643,-13.650433811761948
KL,FALSE,2,2019,7,8,1,0,FALSE,0,NA,NA,NA,NA,1,5126838,71,District Town,Central,8466.63219764,101,101008,Mkushi,9017978688.5293,573365.306742584,29.795061371294643,-13.650433811761948
KL,FALSE,3,2016,10,27,4,0.0351709345294857,FALSE,0.0351709345294857,352.22801481832846,352.22801481832846,352.22801481832846,352.22801481832846,1,5126838,71,District Town,Central,8466.63219764,101,101008,Mkushi,9017978688.5293,573365.306742584,29.795061371294643,-13.650433811761948
KL,FALSE,4,2016,6,17,1,0,FALSE,0,NA,NA,NA,NA,1,5126838,71,District Town,Central,8466.63219764,101,101008,Mkushi,9017978688.5293,573365.306742584,29.795061371294643,-13.650433811761948
KL,FALSE,1,2018,10,6,1,0,FALSE,0,NA,NA,NA,NA,1,5127794,36,District Town,Central,9707.13406543,101,101006,Kapiri Mposhi,10387712168.9067,707195.067101974,28.73283452755744,-13.69628334378051
KL,FALSE,2,2016,9,1,1,0,FALSE,0,NA,NA,NA,NA,1,5127794,36,District Town,Central,9707.13406543,101,101006,Kapiri Mposhi,10387712168.9067,707195.067101974,28.73283452755744,-13.69628334378051
KL,FALSE,1,2024,6,2,1,0,FALSE,0,NA,NA,NA,NA,1,5152161,28,Provincial Town,Central,1571.78214373,101,101005,Kabwe,1686672094.20898,244584.439191311,28.35922053580391,-14.61162007776506
KL,FALSE,2,2021,6,12,5,22.819859354350168,TRUE,22.819859354350168,869474.927212067,869474.927212067,869474.927212067,869474.927212067,1,5152161,28,Provincial Town,Central,1571.78214373,101,101005,Kabwe,1686672094.20898,244584.439191311,28.35922053580391,-14.61162007776506
KL,FALSE,3,2020,6,6,5,22.98549768567373,TRUE,22.98549768567373,880982.5196953038,880982.5196953038,880982.5196953038,880982.5196953038,1,5152161,28,Provincial Town,Central,1571.78214373,101,101005,Kabwe,1686672094.20898,244584.439191311,28.35922053580391,-14.61162007776506
KL,FALSE,4,2018,8,10,5,22.921033666425423,TRUE,22.921033666425423,876720.4292835436,876720.4292835436,876720.4292835436,876720.4292835436,1,5152161,28,Provincial Town,Central,1571.78214373,101,101005,Kabwe,1686672094.20898,244584.439191311,28.35922053580391,-14.61162007776506
KL,FALSE,5,2016,9,11,5,22.877074770357165,TRUE,22.877074770357165,463961.5454471877,463961.5454471877,463961.5454471877,463961.5454471877,1,5152161,28,Provincial Town,Central,1571.78214373,101,101005,Kabwe,1686672094.20898,244584.439191311,28.35922053580391,-14.61162007776506
KL,FALSE,1,2024,6,2,1,0,FALSE,0,NA,NA,NA,NA,1,5150532,28,Provincial Town,Central,1571.78214373,101,101005,Kabwe,1686672094.20898,244584.439191311,28.349607600607268,-14.55743981615428
KL,FALSE,2,2021,6,12,1,0,FALSE,0,NA,NA,NA,NA,1,5150532,28,Provincial Town,Central,1571.78214373,101,101005,Kabwe,1686672094.20898,244584.439191311,28.349607600607268,-14.55743981615428
KL,FALSE,3,2020,6,6,1,0,FALSE,0,NA,NA,NA,NA,1,5150532,28,Provincial Town,Central,1571.78214373,101,101005,Kabwe,1686672094.20898,244584.439191311,28.349607600607268,-14.55743981615428
KL,FALSE,4,2019,10,22,1,0,FALSE,0,NA,NA,NA,NA,1,5150532,28,Provincial Town,Central,1571.78214373,101,101005,Kabwe,1686672094.20898,244584.439191311,28.349607600607268,-14.55743981615428
KL,FALSE,5,2016,7,27,1,0,FALSE,0,NA,NA,NA,NA,1,5150532,28,Provincial Town,Central,1571.78214373,101,101005,Kabwe,1686672094.20898,244584.439191311,28.349607600607268,-14.55743981615428
KL,FALSE,1,2023,9,6,1,0,FALSE,0,NA,NA,NA,NA,1,5155505,35,District Town,Western,9003.3759001,110,110002,Kaoma,9659448879.38696,686512.748029641,24.830519064518622,-14.70488395182168
KL,FALSE,2,2019,6,10,1,0,FALSE,0,NA,NA,NA,NA,1,5155505,35,District Town,Western,9003.3759001,110,110002,Kaoma,9659448879.38696,686512.748029641,24.830519064518622,-14.70488395182168
KL,FALSE,3,2017,7,6,1,0,FALSE,0,NA,NA,NA,NA,1,5155505,35,District Town,Western,9003.3759001,110,110002,Kaoma,9659448879.38696,686512.748029641,24.830519064518622,-14.70488395182168
KL,FALSE,1,2021,6,12,5,0.2969526782078284,FALSE,0.2724860472025466,494.8060852192614,681.0552920310045,69.8914727742333,69.8914727742333,1,5156389,19,District Town,Central,5214.07471969,101,101002,Chisamba,5613847509.104,426827.051332472,28.424957299246,-14.728735100501805
KL,FALSE,2,2019,10,16,5,0.4061795657294107,TRUE,0.3814966109494266,580.1241603561749,635.6826022325426,246.77350909796843,278.89067491960543,1,5156389,19,District Town,Central,5214.07471969,101,101002,Chisamba,5613847509.104,426827.051332472,28.424957299246,-14.728735100501805
KL,FALSE,3,2018,8,10,2,0.0928131344399992,FALSE,0.0708417372309207,463.96019226760137,708.2583613854399,219.66202314976283,708.2583613854399,1,5156389,19,District Town,Central,5214.07471969,101,101002,Chisamba,5613847509.104,426827.051332472,28.424957299246,-14.728735100501805
KL,FALSE,4,2016,9,11,5,0.2911196612609157,FALSE,0.2911196612609157,1455.2691242056462,1455.2691242056462,1074.5967914522005,1074.5967914522005,1,5156389,19,District Town,Central,5214.07471969,101,101002,Chisamba,5613847509.104,426827.051332472,28.424957299246,-14.728735100501805
KL,FALSE,1,2023,7,24,1,0,FALSE,0,NA,NA,NA,NA,1,5096751,83,District Town,North-Western,10433.4104638,108,108011,Mushindano,11020477069.8257,967285.182771908,26.46950491686022,-12.680010867381254
KL,FALSE,2,2022,6,16,1,0,FALSE,0,NA,NA,NA,NA,1,5096751,83,District Town,North-Western,10433.4104638,108,108011,Mushindano,11020477069.8257,967285.182771908,26.46950491686022,-12.680010867381254
KL,FALSE,3,2018,7,3,1,0,FALSE,0,NA,NA,NA,NA,1,5096751,83,District Town,North-Western,10433.4104638,108,108011,Mushindano,11020477069.8257,967285.182771908,26.46950491686022,-12.680010867381254
KL,FALSE,1,2023,7,16,1,0,FALSE,0,NA,NA,NA,NA,1,5104454,52,District Town,Copperbelt,13548.7526261,102,102006,Lufwanyama,12034770829.1384,720450.378526025,27.40013948725908,-12.960560900162998
KL,FALSE,2,2019,9,16,1,0,FALSE,0,NA,NA,NA,NA,1,5104454,52,District Town,Copperbelt,13548.7526261,102,102006,Lufwanyama,12034770829.1384,720450.378526025,27.40013948725908,-12.960560900162998
KL,FALSE,1,2021,7,5,4,0.2305088891001032,FALSE,0.2305088891001032,2314.288062448476,2314.288062448476,2314.288062448476,2314.288062448476,1,1038116,77,District Town,Northern,10103.9239411,107,107007,Mpulungu,10385800454.698,658365.765254348,30.99352387397193,-8.999307375910973
KL,FALSE,2,2020,7,27,1,0,FALSE,0,NA,NA,NA,NA,1,1038116,77,District Town,Northern,10103.9239411,107,107007,Mpulungu,10385800454.698,658365.765254348,30.99352387397193,-8.999307375910973
KL,FALSE,3,2018,9,14,1,0,FALSE,0,NA,NA,NA,NA,1,1038116,77,District Town,Northern,10103.9239411,107,107007,Mpulungu,10385800454.698,658365.765254348,30.99352387397193,-8.999307375910973
KL,FALSE,1,2023,9,16,1,0,FALSE,0,NA,NA,NA,NA,1,1044015,88,District Town,Muchinga,4382.86933236,106,106006,Nakonde,4896603974.77148,476400.91460614,32.37576536308823,-9.158001752407806
KL,FALSE,2,2019,7,22,1,0,FALSE,0,NA,NA,NA,NA,1,1044015,88,District Town,Muchinga,4382.86933236,106,106006,Nakonde,4896603974.77148,476400.91460614,32.37576536308823,-9.158001752407806
KL,FALSE,3,2016,10,10,2,0.0407526475694479,FALSE,0,410.7392672341621,NA,410.7392672341621,NA,1,1044015,88,District Town,Muchinga,4382.86933236,106,106006,Nakonde,4896603974.77148,476400.91460614,32.37576536308823,-9.158001752407806
KL,FALSE,4,2016,7,5,1,0,FALSE,0,NA,NA,NA,NA,1,1044015,88,District Town,Muchinga,4382.86933236,106,106006,Nakonde,4896603974.77148,476400.91460614,32.37576536308823,-9.158001752407806
KL,FALSE,1,2023,7,18,1,0,FALSE,0,NA,NA,NA,NA,1,3509734,45,District Town,Muchinga,14200.7719821,106,106009,Lavushimanda,14935277154.6489,971380.026499135,30.2195768700988,-12.196265686684374
KL,FALSE,2,2020,7,7,1,0,FALSE,0,NA,NA,NA,NA,1,3509734,45,District Town,Muchinga,14200.7719821,106,106009,Lavushimanda,14935277154.6489,971380.026499135,30.2195768700988,-12.196265686684374
KL,FALSE,1,2019,10,15,1,0,FALSE,0,NA,NA,NA,NA,1,3546267,15,Provincial Town,Eastern,2703.92990659,103,103011,Chipangali,2866063988.3252,281265.396007414,32.4960084148876,-13.41249418095756
KL,FALSE,2,2016,6,30,1,0,FALSE,0,NA,NA,NA,NA,1,3546267,15,Provincial Town,Eastern,2703.92990659,103,103011,Chipangali,2866063988.3252,281265.396007414,32.4960084148876,-13.41249418095756
KL,FALSE,3,2016,6,23,1,0,FALSE,0,NA,NA,NA,NA,1,3546267,15,Provincial Town,Eastern,2703.92990659,103,103011,Chipangali,2866063988.3252,281265.396007414,32.4960084148876,-13.41249418095756
KL,FALSE,1,2024,8,1,1,0,FALSE,0,NA,NA,NA,NA,1,5111969,52,District Town,Copperbelt,13548.7526261,102,102006,Lufwanyama,12034770829.1384,720450.378526025,27.843475582711605,-13.194588779340004
KL,FALSE,2,2021,9,12,1,0,FALSE,0,NA,NA,NA,NA,1,5111969,52,District Town,Copperbelt,13548.7526261,102,102006,Lufwanyama,12034770829.1384,720450.378526025,27.843475582711605,-13.194588779340004
KL,FALSE,3,2017,7,17,1,0,FALSE,0,NA,NA,NA,NA,1,5111969,52,District Town,Copperbelt,13548.7526261,102,102006,Lufwanyama,12034770829.1384,720450.378526025,27.843475582711605,-13.194588779340004
KL,FALSE,1,2024,7,21,1,0,FALSE,0,NA,NA,NA,NA,1,1057278,82,District Town,Northern,9819.40745127,107,107008,Mungwi,10122913042.7163,613641.930948193,31.992296303267857,-9.582185868005462
KL,FALSE,2,2018,8,28,1,0,FALSE,0,NA,NA,NA,NA,1,1057278,82,District Town,Northern,9819.40745127,107,107008,Mungwi,10122913042.7163,613641.930948193,31.992296303267857,-9.582185868005462
KL,FALSE,1,2023,6,27,5,0.02761205197975,FALSE,0.02761205197975,68.99471513029093,68.99471513029093,29.843310576328527,29.843310576328527,1,5203275,67,District Town,Southern,3921.2520003,109,109007,Mazabuka,4375747832.24658,422419.212487546,27.99566309178557,-16.24964094026139
KL,FALSE,2,2018,10,18,1,0,FALSE,0,NA,NA,NA,NA,1,5203275,67,District Town,Southern,3921.2520003,109,109007,Mazabuka,4375747832.24658,422419.212487546,27.99566309178557,-16.24964094026139
